"date","employeeID","qualOfCare","patientWorkload","numDailyStaffedNurses"
1998-04-16,"00715","Excellent",4,11
1998-04-16,"004628","Excellent",4,11
1998-04-16,"001273","Excellent",4,11
1998-04-16,"008279","Excellent",3,11
1998-04-16,"006225","Excellent",2,11
1998-04-16,"00293","Good",6,11
1998-04-16,"006773","Good",6,11
1998-04-16,"006393","Excellent",3,11
1998-04-16,"004297","Good",6,11
1998-04-16,"003135","Excellent",3,11
1998-04-17,"006605","Good",6,12
1998-04-17,"008164","Good",6,12
1998-04-17,"003184","Excellent",3,12
1998-04-17,"002677","Excellent",3,12
1998-04-17,"00715","Excellent",3,12
1998-04-17,"005098","Excellent",3,12
1998-04-17,"003369","Poor",8,12
1998-04-17,"004347","Good",6,12
1998-04-17,"004628","Fair",8,12
1998-04-17,"007923","Good",5,12
1998-04-17,"004297","Poor",9,12
1998-04-17,"001221","Excellent",2,12
1998-04-18,"008279","Fair",6,7
1998-04-18,"005098","Fair",7,7
1998-04-18,"004297","Good",7,7
1998-04-18,"003184","Poor",9,7
1998-04-18,"002677","Poor",8,7
1998-04-18,"006225","Fair",8,7
1998-04-18,"006595","Excellent",7,7
1998-04-19,"003184","Poor",7,5
1998-04-19,"008279","Poor",9,5
1998-04-19,"002677","Fair",8,5
1998-04-19,"006595","Fair",8,5
1998-04-19,"006225","Poor",9,5
1998-04-20,"006393","Excellent",4,12
1998-04-20,"006773","Good",6,12
1998-04-20,"001273","Excellent",3,12
1998-04-20,"004293","Excellent",2,12
1998-04-20,"006225","Good",7,12
1998-04-20,"006595","Excellent",3,12
1998-04-20,"005828","Excellent",5,12
1998-04-20,"004347","Good",4,12
1998-04-20,"007559","Excellent",4,12
1998-04-20,"003369","Good",6,12
1998-04-20,"005098","Excellent",3,12
1998-04-20,"006605","Good",10,12
1998-04-21,"006225","Excellent",3,12
1998-04-21,"008041","Good",6,12
1998-04-21,"003369","Good",7,12
1998-04-21,"008279","Good",6,12
1998-04-21,"00293","Excellent",2,12
1998-04-21,"004293","Fair",8,12
1998-04-21,"001221","Excellent",6,12
1998-04-21,"003825","Excellent",7,12
1998-04-21,"003184","Excellent",3,12
1998-04-21,"002677","Excellent",5,12
1998-04-21,"0056","Excellent",3,12
1998-04-21,"005098","Excellent",4,12
1998-04-22,"003184","Good",5,10
1998-04-22,"004326","Excellent",4,10
1998-04-22,"006595","Fair",6,10
1998-04-22,"004293","Excellent",7,10
1998-04-22,"004840","Excellent",2,10
1998-04-22,"005098","Excellent",4,10
1998-04-22,"007559","Excellent",7,10
1998-04-22,"006225","Excellent",5,10
1998-04-22,"004347","Excellent",4,10
1998-04-22,"006773","Good",4,10
1998-04-23,"002677","Excellent",3,11
1998-04-23,"00715","Excellent",4,11
1998-04-23,"003184","Excellent",3,11
1998-04-23,"004347","Excellent",4,11
1998-04-23,"004297","Excellent",6,11
1998-04-23,"006595","Excellent",4,11
1998-04-23,"003369","Excellent",6,11
1998-04-23,"004326","Good",5,11
1998-04-23,"00854","Excellent",3,11
1998-04-23,"008041","Excellent",3,11
1998-04-23,"00293","Excellent",2,11
1998-04-24,"004297","Excellent",2,11
1998-04-24,"003825","Excellent",4,11
1998-04-24,"004628","Excellent",4,11
1998-04-24,"0056","Good",8,11
1998-04-24,"003135","Excellent",6,11
1998-04-24,"001273","Excellent",4,11
1998-04-24,"004293","Excellent",4,11
1998-04-24,"007923","Good",5,11
1998-04-24,"00715","Good",9,11
1998-04-24,"003184","Good",8,11
1998-04-24,"005098","Excellent",4,11
1998-04-25,"002677","Fair",9,7
1998-04-25,"008279","Poor",12,7
1998-04-25,"003184","Fair",9,7
1998-04-25,"006773","Fair",10,7
1998-04-25,"002864","Poor",8,7
1998-04-25,"006225","Fair",6,7
1998-04-25,"004297","Fair",5,7
1998-04-26,"008279","Good",5,7
1998-04-26,"004297","Poor",8,7
1998-04-26,"003184","Poor",9,7
1998-04-26,"005098","Fair",6,7
1998-04-26,"002677","Good",6,7
1998-04-26,"007559","Good",7,7
1998-04-26,"006225","Good",5,7
1998-04-27,"00854","Excellent",3,12
1998-04-27,"001273","Excellent",7,12
1998-04-27,"008041","Excellent",4,12
1998-04-27,"002677","Excellent",3,12
1998-04-27,"007559","Good",6,12
1998-04-27,"003135","Excellent",4,12
1998-04-27,"003825","Excellent",3,12
1998-04-27,"005098","Good",6,12
1998-04-27,"006605","Good",12,12
1998-04-27,"004297","Excellent",3,12
1998-04-27,"0056","Good",6,12
1998-04-27,"004628","Fair",8,12
1998-04-28,"004840","Good",6,12
1998-04-28,"008164","Good",5,12
1998-04-28,"004293","Excellent",4,12
1998-04-28,"004326","Excellent",5,12
1998-04-28,"00715","Good",6,12
1998-04-28,"008041","Excellent",4,12
1998-04-28,"003135","Excellent",2,12
1998-04-28,"005828","Excellent",3,12
1998-04-28,"006605","Good",5,12
1998-04-28,"00293","Excellent",6,12
1998-04-28,"007923","Good",5,12
1998-04-28,"004297","Excellent",5,12
1998-04-29,"006773","Excellent",4,10
1998-04-29,"006225","Good",7,10
1998-04-29,"004326","Good",7,10
1998-04-29,"005098","Good",5,10
1998-04-29,"003184","Excellent",4,10
1998-04-29,"001273","Excellent",4,10
1998-04-29,"002677","Excellent",2,10
1998-04-29,"004293","Excellent",3,10
1998-04-29,"00715","Good",4,10
1998-04-29,"007923","Excellent",5,10
1998-04-30,"005098","Excellent",4,10
1998-04-30,"004840","Poor",8,10
1998-04-30,"003369","Excellent",3,10
1998-04-30,"004297","Excellent",2,10
1998-04-30,"004293","Poor",9,10
1998-04-30,"003184","Excellent",4,10
1998-04-30,"0056","Excellent",2,10
1998-04-30,"00715","Excellent",7,10
1998-04-30,"003135","Fair",10,10
1998-04-30,"004326","Excellent",3,10
1998-05-01,"004840","Good",6,11
1998-05-01,"008164","Excellent",8,11
1998-05-01,"003369","Good",6,11
1998-05-01,"004297","Excellent",2,11
1998-05-01,"00854","Excellent",3,11
1998-05-01,"008041","Good",6,11
1998-05-01,"005098","Good",7,11
1998-05-01,"006595","Excellent",4,11
1998-05-01,"007923","Excellent",3,11
1998-05-01,"006605","Excellent",5,11
1998-05-01,"001221","Good",7,11
1998-05-02,"003184","Poor",9,5
1998-05-02,"007559","Fair",7,5
1998-05-02,"008279","Poor",10,5
1998-05-02,"004297","Poor",10,5
1998-05-02,"002677","Good",6,5
1998-05-03,"008279","Fair",7,5
1998-05-03,"002677","Good",5,5
1998-05-03,"006225","Fair",8,5
1998-05-03,"004297","Fair",7,5
1998-05-03,"006595","Poor",12,5
1998-05-04,"002864","Excellent",4,12
1998-05-04,"008041","Excellent",2,12
1998-05-04,"00854","Excellent",3,12
1998-05-04,"003825","Excellent",3,12
1998-05-04,"00293","Excellent",2,12
1998-05-04,"004293","Good",6,12
1998-05-04,"003369","Good",6,12
1998-05-04,"007559","Excellent",2,12
1998-05-04,"001221","Good",7,12
1998-05-04,"005098","Excellent",4,12
1998-05-04,"006595","Excellent",3,12
1998-05-04,"006393","Good",6,12
1998-05-05,"002677","Excellent",2,10
1998-05-05,"004628","Excellent",2,10
1998-05-05,"004347","Good",5,10
1998-05-05,"006225","Fair",9,10
1998-05-05,"004840","Good",6,10
1998-05-05,"003135","Excellent",3,10
1998-05-05,"005098","Excellent",2,10
1998-05-05,"006393","Good",5,10
1998-05-05,"002864","Excellent",4,10
1998-05-05,"006605","Excellent",4,10
1998-05-06,"008041","Good",5,8
1998-05-06,"001273","Good",5,8
1998-05-06,"005828","Excellent",4,8
1998-05-06,"003184","Excellent",4,8
1998-05-06,"007559","Excellent",4,8
1998-05-06,"004326","Excellent",2,8
1998-05-06,"008164","Excellent",3,8
1998-05-06,"003369","Excellent",3,8
1998-05-07,"003184","Poor",7,10
1998-05-07,"006225","Excellent",4,10
1998-05-07,"001221","Excellent",3,10
1998-05-07,"002677","Good",6,10
1998-05-07,"004293","Excellent",4,10
1998-05-07,"007559","Excellent",5,10
1998-05-07,"00715","Good",8,10
1998-05-07,"004297","Excellent",5,10
1998-05-07,"001273","Excellent",4,10
1998-05-07,"005828","Fair",8,10
1998-05-08,"006773","Excellent",6,11
1998-05-08,"004840","Excellent",4,11
1998-05-08,"008041","Excellent",4,11
1998-05-08,"0056","Good",5,11
1998-05-08,"001273","Good",6,11
1998-05-08,"00854","Excellent",3,11
1998-05-08,"008279","Excellent",7,11
1998-05-08,"003825","Excellent",2,11
1998-05-08,"002677","Good",7,11
1998-05-08,"004326","Excellent",4,11
1998-05-08,"004297","Excellent",3,11
1998-05-09,"003184","Fair",9,6
1998-05-09,"005098","Good",6,6
1998-05-09,"002677","Fair",7,6
1998-05-09,"006595","Good",5,6
1998-05-09,"008279","Fair",8,6
1998-05-09,"007559","Good",8,6
1998-05-10,"008279","Fair",6,5
1998-05-10,"002677","Fair",9,5
1998-05-10,"006225","Poor",9,5
1998-05-10,"003184","Poor",8,5
1998-05-10,"006595","Good",5,5
1998-05-11,"006393","Excellent",2,11
1998-05-11,"008041","Excellent",3,11
1998-05-11,"007923","Good",4,11
1998-05-11,"004347","Excellent",4,11
1998-05-11,"003135","Excellent",6,11
1998-05-11,"006773","Excellent",6,11
1998-05-11,"0056","Excellent",7,11
1998-05-11,"008164","Excellent",5,11
1998-05-11,"004840","Excellent",7,11
1998-05-11,"00293","Excellent",5,11
1998-05-11,"005828","Excellent",5,11
1998-05-12,"006605","Excellent",4,10
1998-05-12,"003184","Excellent",7,10
1998-05-12,"002864","Excellent",4,10
1998-05-12,"005828","Excellent",4,10
1998-05-12,"002677","Excellent",3,10
1998-05-12,"004326","Good",4,10
1998-05-12,"008041","Excellent",3,10
1998-05-12,"00715","Good",4,10
1998-05-12,"004628","Good",5,10
1998-05-12,"00854","Excellent",3,10
1998-05-13,"001273","Good",4,10
1998-05-13,"008279","Good",5,10
1998-05-13,"004628","Good",5,10
1998-05-13,"006605","Good",6,10
1998-05-13,"006773","Good",9,10
1998-05-13,"006595","Excellent",2,10
1998-05-13,"004840","Excellent",3,10
1998-05-13,"003184","Excellent",3,10
1998-05-13,"00293","Good",5,10
1998-05-13,"008164","Excellent",4,10
1998-05-14,"00715","Excellent",3,13
1998-05-14,"006393","Excellent",5,13
1998-05-14,"006595","Good",8,13
1998-05-14,"008164","Excellent",5,13
1998-05-14,"004293","Excellent",2,13
1998-05-14,"005828","Excellent",5,13
1998-05-14,"007923","Excellent",5,13
1998-05-14,"004297","Excellent",4,13
1998-05-14,"006605","Good",8,13
1998-05-14,"004347","Good",6,13
1998-05-14,"007559","Good",7,13
1998-05-14,"00854","Excellent",4,13
1998-05-14,"005098","Excellent",4,13
1998-05-15,"006595","Poor",9,13
1998-05-15,"004297","Poor",8,13
1998-05-15,"001273","Good",5,13
1998-05-15,"006393","Excellent",5,13
1998-05-15,"004293","Good",5,13
1998-05-15,"006773","Excellent",5,13
1998-05-15,"007559","Good",6,13
1998-05-15,"005828","Excellent",4,13
1998-05-15,"00715","Excellent",4,13
1998-05-15,"00293","Good",6,13
1998-05-15,"005098","Excellent",4,13
1998-05-15,"004347","Good",4,13
1998-05-15,"00854","Excellent",4,13
1998-05-16,"006225","Poor",9,6
1998-05-16,"007559","Poor",10,6
1998-05-16,"002677","Good",7,6
1998-05-16,"004297","Poor",11,6
1998-05-16,"002864","Fair",8,6
1998-05-16,"003184","Good",4,6
1998-05-17,"006595","Poor",8,7
1998-05-17,"002677","Fair",5,7
1998-05-17,"003184","Poor",7,7
1998-05-17,"006225","Fair",7,7
1998-05-17,"004297","Poor",9,7
1998-05-17,"007559","Good",5,7
1998-05-17,"008279","Excellent",4,7
1998-05-18,"005098","Excellent",5,12
1998-05-18,"006393","Excellent",3,12
1998-05-18,"008279","Excellent",2,12
1998-05-18,"001273","Good",6,12
1998-05-18,"005828","Fair",8,12
1998-05-18,"004326","Excellent",5,12
1998-05-18,"003369","Excellent",6,12
1998-05-18,"00854","Excellent",3,12
1998-05-18,"006225","Excellent",3,12
1998-05-18,"006773","Excellent",3,12
1998-05-18,"007559","Good",6,12
1998-05-18,"003184","Excellent",6,12
1998-05-19,"00293","Good",8,13
1998-05-19,"0056","Good",5,13
1998-05-19,"004347","Good",6,13
1998-05-19,"004326","Good",8,13
1998-05-19,"003825","Good",6,13
1998-05-19,"003135","Good",7,13
1998-05-19,"008041","Excellent",6,13
1998-05-19,"005828","Good",6,13
1998-05-19,"008164","Excellent",6,13
1998-05-19,"005098","Excellent",6,13
1998-05-19,"002677","Excellent",4,13
1998-05-19,"001221","Fair",7,13
1998-05-19,"002864","Excellent",3,13
1998-05-20,"006393","Excellent",2,10
1998-05-20,"004628","Excellent",4,10
1998-05-20,"003369","Good",6,10
1998-05-20,"004326","Fair",8,10
1998-05-20,"0056","Good",7,10
1998-05-20,"002864","Excellent",5,10
1998-05-20,"002677","Excellent",4,10
1998-05-20,"001273","Good",6,10
1998-05-20,"008279","Excellent",7,10
1998-05-20,"008164","Good",7,10
1998-05-21,"002677","Excellent",3,10
1998-05-21,"00715","Excellent",4,10
1998-05-21,"004347","Excellent",3,10
1998-05-21,"008164","Excellent",3,10
1998-05-21,"004840","Excellent",3,10
1998-05-21,"003825","Excellent",6,10
1998-05-21,"001221","Excellent",3,10
1998-05-21,"004297","Excellent",4,10
1998-05-21,"0056","Excellent",4,10
1998-05-21,"003135","Excellent",3,10
